id,title,agent_role,agent_role_secondary,track,repo,epic_id,sprint,priority_rank,effort_sp,rice,wsjf,status_baseline,release_blocker,match_reason,depends_on
T-P14-029,API gamification: badge criteria documentation,backend,,produto,guardiao-familia-api,E-P07,6,145,2,4.8,2.0,partial,False,"track=produto,repo=guardiao-familia-api,epic=E-P07",
T-P14-033,API support: support ticket SLA metrics,backend,,produto,guardiao-familia-api,E-P12,6,146,2,4.8,2.0,partial,False,"track=produto,repo=guardiao-familia-api,epic=E-P12",
T-P14-036,API system-config: feature toggle geofence v2,backend,,produto,guardiao-familia-api,E-P02,6,147,2,4.8,2.0,partial,False,"track=produto,repo=guardiao-familia-api,epic=E-P02",
T-P14-037,API i18n: PT-BR string audit parent,backend,,produto,guardiao-familia-api,E-P02,6,148,2,4.8,2.0,partial,False,"track=produto,repo=guardiao-familia-api,epic=E-P02",
T-P14-038,API i18n: PT-BR string audit child,backend,,produto,guardiao-familia-api,E-P02,6,149,2,4.8,2.0,partial,False,"track=produto,repo=guardiao-familia-api,epic=E-P02",
T-P14-039,API health: readiness vs liveness split,backend,,produto,guardiao-familia-api,E-P02,6,150,2,4.8,2.0,partial,False,"track=produto,repo=guardiao-familia-api,epic=E-P02",
T-P06-003,Parent UI pedido tempo extra,backend,,produto,guardiao-familia-api,E-P06,7,151,3,3.73,1.67,partial,False,"track=produto,repo=guardiao-familia-api,epic=E-P06",
T-P06-004,Child UI status tempo de tela,backend,,produto,guardiao-familia-api,E-P06,7,152,3,3.73,1.67,partial,False,"track=produto,repo=guardiao-familia-api,epic=E-P06",
T-P06-007,Relatório uso apps child,backend,,produto,guardiao-familia-api,E-P06,7,153,3,3.73,1.67,partial,False,"track=produto,repo=guardiao-familia-api,epic=E-P06",
T-P09-003,Assistente IA chat parent MVP,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,154,3,3.27,1.67,partial,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-005,Dashboard home widgets,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,155,3,3.27,1.67,partial,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-008,Localização permissões UX iOS,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,156,3,3.27,1.67,partial,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-009,Localização permissões UX Android,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,157,3,3.27,1.67,partial,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P08-004,Parent UI gestão família,backend,,produto,guardiao-familia-api,E-P08,8,158,3,3.2,1.33,partial,False,"track=produto,repo=guardiao-familia-api,epic=E-P08",
T-P08-005,Parent UI mensagens família,backend,,produto,guardiao-familia-api,E-P08,8,159,3,3.2,1.33,partial,False,"track=produto,repo=guardiao-familia-api,epic=E-P08",
T-P07-002,Child UI lista conquistas,frontend-mobile,,produto,guardiao-familia-child,E-P07,9,160,2,2.81,1.5,partial,False,"track=produto,repo=guardiao-familia-child,epic=E-P07",
T-P07-004,Tutorial gamificação onboarding,frontend-mobile,,produto,guardiao-familia-child,E-P07,9,161,2,2.81,1.5,partial,False,"track=produto,repo=guardiao-familia-child,epic=E-P07",
T-P10-008,Indicador conexão offline,frontend-mobile,,produto,guardiao-familia-child,E-P10,9,162,2,5.95,2.5,todo,False,"track=produto,repo=guardiao-familia-child,epic=E-P10",
T-P10-010,Testes dispositivos Android baixo RAM,frontend-mobile,,produto,guardiao-familia-child,E-P10,9,163,2,5.95,2.5,todo,False,"track=produto,repo=guardiao-familia-child,epic=E-P10",
T-P14-010,API metrics: Prometheus endpoint scrape ECS,devops-cicd,,infraestrutura,guardiao-familia-api,E-I03,6,164,2,3.9,2.0,todo,False,"track=infraestrutura,repo=guardiao-familia-api,epic=E-I03",
T-P14-021,API maps: Mapbox token rotation procedure,backend,,produto,guardiao-familia-api,E-P02,6,165,2,3.9,2.0,todo,False,"track=produto,repo=guardiao-familia-api,epic=E-P02",
T-P14-026,API family-messages: message read receipt,backend,,produto,guardiao-familia-api,E-P08,6,166,2,3.9,2.0,todo,False,"track=produto,repo=guardiao-familia-api,epic=E-P08",
T-P14-027,API family-access: invite link deep link,backend,,produto,guardiao-familia-api,E-P08,6,167,2,3.9,2.0,todo,False,"track=produto,repo=guardiao-familia-api,epic=E-P08",
T-P14-030,API community: community feed out-of-scope flag,backend,,produto,guardiao-familia-api,E-P02,6,168,2,3.9,2.0,todo,False,"track=produto,repo=guardiao-familia-api,epic=E-P02",
T-P14-034,API support: admin reply push notification,backend,,produto,guardiao-familia-api,E-P12,6,169,2,3.9,2.0,todo,False,"track=produto,repo=guardiao-familia-api,epic=E-P12",
T-P01-004,Testes E2E pareamento QR parent-child,qa,backend,produto,guardiao-familia-api,E-P01,2,170,3,3.73,2.0,todo,False,"track=produto,repo=guardiao-familia-api,epic=E-P01",
T-P01-007,Auditar expiração JWT e refresh em todos clients,backend,,produto,guardiao-familia-api,E-P01,2,171,3,3.73,2.0,todo,False,"track=produto,repo=guardiao-familia-api,epic=E-P01",
T-P06-005,Notificação push pedido extra,backend,,produto,guardiao-familia-api,E-P06,7,172,3,3.73,1.67,todo,False,"track=produto,repo=guardiao-familia-api,epic=E-P06",
T-P06-009,Testes E2E pedido extra aprovado,qa,backend,produto,guardiao-familia-api,E-P06,7,173,3,3.73,1.67,todo,False,"track=produto,repo=guardiao-familia-api,epic=E-P06",
T-P06-010,Testes E2E pedido extra negado,qa,backend,produto,guardiao-familia-api,E-P06,7,174,3,3.73,1.67,todo,False,"track=produto,repo=guardiao-familia-api,epic=E-P06",
T-P06-011,Exibir features ST ocultas parent,backend,,produto,guardiao-familia-api,E-P06,7,175,3,3.73,1.67,todo,False,"track=produto,repo=guardiao-familia-api,epic=E-P06",
T-P09-004,Relatórios localização semanal,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,176,3,3.27,1.67,todo,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-006,Deep link push notification,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,177,3,3.27,1.67,todo,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-007,Acessibilidade VoiceOver mapa,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,178,3,3.27,1.67,todo,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P08-007,Community module backlog only,backend,,produto,guardiao-familia-api,E-P08,8,179,3,3.2,1.33,todo,False,"track=produto,repo=guardiao-familia-api,epic=E-P08",
T-P07-003,Animação unlock conquista,frontend-mobile,,produto,guardiao-familia-child,E-P07,9,180,2,2.81,1.5,todo,False,"track=produto,repo=guardiao-familia-child,epic=E-P07",
T-P07-005,Testes regressão gamification,frontend-mobile,,produto,guardiao-familia-child,E-P07,9,181,2,2.81,1.5,todo,False,"track=produto,repo=guardiao-familia-child,epic=E-P07",
T-P09-013,Parent: Mapbox style tokens produção,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,182,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-014,Parent: Safe area insets iPhone notch,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,183,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-015,Parent: Tablet layout responsivo,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,184,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-016,Parent: Biometria login Face ID,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,185,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-017,Parent: Biometria login fingerprint Android,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,186,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-018,Parent: Share sheet convite família,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,187,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-019,Parent: Push permission prompt timing,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,188,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-020,Parent: Settings toggles notificações por tipo,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,189,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-021,Parent: SOS histórico filtros data,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,190,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-022,Parent: Geofence list empty state UX,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,191,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-023,Parent: Loading skeleton mapa,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,192,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-024,Parent: Error boundary tela mapa,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,193,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-025,Parent: Offline banner sem rede,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,194,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-026,Parent: Analytics screen view mapa,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,195,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-027,Parent: Crash reporting Sentry parent,devops-cicd,,produto,guardiao-familia-parent,E-P09,10,196,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P10-011,Child: Ícone app adaptive Android,frontend-mobile,,produto,guardiao-familia-child,E-P10,9,197,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-child,epic=E-P10",
T-P10-012,Child: Splash screen animada,frontend-mobile,,produto,guardiao-familia-child,E-P10,9,198,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-child,epic=E-P10",
T-P10-013,Child: Haptic feedback SOS,frontend-mobile,,produto,guardiao-familia-child,E-P10,9,199,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-child,epic=E-P10",
T-P10-014,Child: Low power mode location degrade,frontend-mobile,,produto,guardiao-familia-child,E-P10,9,200,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-child,epic=E-P10",
T-P10-015,Child: Permissão câmera QR pairing,frontend-mobile,,produto,guardiao-familia-child,E-P10,9,201,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-child,epic=E-P10",
T-P10-016,Child: Feedback visual ping enviado,frontend-mobile,,produto,guardiao-familia-child,E-P10,9,202,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-child,epic=E-P10",
T-P10-017,Child: Modo escuro child,frontend-mobile,,produto,guardiao-familia-child,E-P10,9,203,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-child,epic=E-P10",
T-P10-018,Child: Font scaling acessibilidade,frontend-mobile,,produto,guardiao-familia-child,E-P10,9,204,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-child,epic=E-P10",
T-P10-019,Child: Crash reporting Sentry child,devops-cicd,,produto,guardiao-familia-child,E-P10,9,205,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-child,epic=E-P10",
T-P10-020,Child: Analytics evento SOS triggered,frontend-mobile,,produto,guardiao-familia-child,E-P10,9,206,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-child,epic=E-P10",
T-P10-021,Child: Widget SOS Android backlog doc,frontend-mobile,,produto,guardiao-familia-child,E-P10,9,207,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-child,epic=E-P10",
T-P10-022,Child: App shortcuts SOS Android,frontend-mobile,,produto,guardiao-familia-child,E-P10,9,208,2,2.62,1.5,todo,False,"track=produto,repo=guardiao-familia-child,epic=E-P10",
T-P13-005,SEO meta tags release,frontend-web,,produto,guardiao-familia-site,E-P13,12,209,2,2.4,1.0,todo,False,"track=produto,repo=guardiao-familia-site,epic=E-P13",
T-P13-006,Página status incidentes,frontend-web,,produto,guardiao-familia-site,E-P13,12,210,2,2.4,1.0,todo,False,"track=produto,repo=guardiao-familia-site,epic=E-P13",
T-P13-007,Atualizar screenshots apps release,frontend-web,,produto,guardiao-familia-site,E-P13,12,211,2,2.4,1.0,todo,False,"track=produto,repo=guardiao-familia-site,epic=E-P13",
T-P02-001,Validar Mapbox road-matched routes API,backend,,produto,guardiao-familia-api,E-P02,4,212,3,8.5,3.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P02",
T-P02-002,Validar sync offline batch idempotente,backend,,produto,guardiao-familia-api,E-P02,4,213,3,8.5,3.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P02",
T-P02-003,Persist tracking mode offline routes,backend,,produto,guardiao-familia-api,E-P02,4,214,3,8.5,3.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P02",
T-P02-004,Parent render matched routes no mapa,backend,,produto,guardiao-familia-api,E-P02,4,215,3,8.5,3.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P02",
T-P02-005,Child sample quality offline routes,backend,,produto,guardiao-familia-api,E-P02,4,216,3,8.5,3.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P02",
T-P02-006,Recovery route quando Mapbox indisponível,backend,,produto,guardiao-familia-api,E-P02,4,217,3,8.5,3.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P02",
T-P02-008,Battery policy child location background,backend,,produto,guardiao-familia-api,E-P02,4,218,3,8.5,3.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P02",
T-P02-009,Nudge refresh location child,backend,,produto,guardiao-familia-api,E-P02,4,219,3,8.5,3.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P02",
T-P05-007,API mapear soundId por tipo alerta,frontend-mobile,,produto,guardiao-familia-parent,E-P05,3,220,3,7.0,3.67,done,False,"track=produto,repo=guardiao-familia-parent,epic=E-P05",
T-P04-001,API SOS create/update/attach audio,backend,,produto,guardiao-familia-api,E-P04,5,221,5,4.5,2.4,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P04",
T-P04-002,Presign upload áudio SOS S3,backend,,produto,guardiao-familia-api,E-P04,5,222,5,4.5,2.4,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P04",
T-P03-001,Avaliar geofence em batch pings API,backend,,produto,guardiao-familia-api,E-P03,6,223,5,4.32,2.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P03",
T-P03-008,Documentar regras tolerância stale ping,backend,,produto,guardiao-familia-api,E-P03,6,224,5,4.32,2.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P03",
T-S04-003,Validate GP submit secret CI,stores-release,frontend-mobile,stores,guardiao-familia-child,E-S04,12,225,3,6.5,3.33,done,False,"track=stores,repo=guardiao-familia-child,epic=E-S04",
T-I02-002,Gate deploy por branch main,devops-cicd,,infraestrutura,guardiao-familia-api,E-I02,2,226,3,6.0,2.67,done,False,"track=infraestrutura,repo=guardiao-familia-api,epic=E-I02",
T-I02-003,Automate cache purge Cloudflare,devops-cicd,,infraestrutura,guardiao-familia-api,E-I02,2,227,3,6.0,2.67,done,False,"track=infraestrutura,repo=guardiao-familia-api,epic=E-I02",
T-I02-004,EAS update workflow parent,devops-cicd,,infraestrutura,guardiao-familia-api,E-I02,2,228,3,6.0,2.67,done,False,"track=infraestrutura,repo=guardiao-familia-api,epic=E-I02",
T-I02-005,EAS submit iOS parent,devops-cicd,,infraestrutura,guardiao-familia-api,E-I02,2,229,3,6.0,2.67,done,False,"track=infraestrutura,repo=guardiao-familia-api,epic=E-I02",
T-I02-007,Backoffice SSM deploy sa-east-1,devops-cicd,,infraestrutura,guardiao-familia-api,E-I02,2,230,3,6.0,2.67,done,False,"track=infraestrutura,repo=guardiao-familia-api,epic=E-I02",
T-P12-001,Live support board produção,frontend-web,,produto,guardiao-familia-backoffice,E-P12,11,231,2,4.25,2.0,done,False,"track=produto,repo=guardiao-familia-backoffice,epic=E-P12",
T-P12-002,Support audio playback,frontend-web,,produto,guardiao-familia-backoffice,E-P12,11,232,2,4.25,2.0,done,False,"track=produto,repo=guardiao-familia-backoffice,epic=E-P12",
T-P12-003,Cloudflare analytics dashboard,frontend-web,,produto,guardiao-familia-backoffice,E-P12,11,233,2,4.25,2.0,done,False,"track=produto,repo=guardiao-familia-backoffice,epic=E-P12",
T-P12-004,Role-based menu sidebar,frontend-web,,produto,guardiao-familia-backoffice,E-P12,11,234,2,4.25,2.0,done,False,"track=produto,repo=guardiao-familia-backoffice,epic=E-P12",
T-P12-005,Leads listing overview,frontend-web,,produto,guardiao-familia-backoffice,E-P12,11,235,2,4.25,2.0,done,False,"track=produto,repo=guardiao-familia-backoffice,epic=E-P12",
T-P10-001,Pairing help simplificado,frontend-mobile,,produto,guardiao-familia-child,E-P10,9,236,2,5.95,2.5,done,False,"track=produto,repo=guardiao-familia-child,epic=E-P10",
T-P10-002,App name PT-BR copy,frontend-mobile,,produto,guardiao-familia-child,E-P10,9,237,2,5.95,2.5,done,False,"track=produto,repo=guardiao-familia-child,epic=E-P10",
T-P10-003,Privacy compliance App Store,frontend-mobile,,produto,guardiao-familia-child,E-P10,9,238,2,5.95,2.5,done,False,"track=produto,repo=guardiao-familia-child,epic=E-P10",
T-P10-004,Background location hardening,frontend-mobile,,produto,guardiao-familia-child,E-P10,9,239,2,5.95,2.5,done,False,"track=produto,repo=guardiao-familia-child,epic=E-P10",
T-P10-005,Invalid session reset,frontend-mobile,,produto,guardiao-familia-child,E-P10,9,240,2,5.95,2.5,done,False,"track=produto,repo=guardiao-familia-child,epic=E-P10",
T-P10-006,Release 2.0.0 estabilização,frontend-mobile,,produto,guardiao-familia-child,E-P10,9,241,2,5.95,2.5,done,False,"track=produto,repo=guardiao-familia-child,epic=E-P10",
T-P01-003,Validar revogação sessão child ao desvincular,backend,,produto,guardiao-familia-api,E-P01,2,242,3,4.8,2.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P01",
T-P01-006,Hardening rate-limit auth 429 falsos positivos,backend,,produto,guardiao-familia-api,E-P01,2,243,3,4.8,2.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P01",
T-P01-010,Checklist segurança pareamento child sem guardian,backend,,produto,guardiao-familia-api,E-P01,2,244,3,4.8,2.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P01",
T-P14-004,API chatbot: site chatbot intent routing,backend,,produto,guardiao-familia-api,E-P13,6,245,2,4.8,2.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P13",
T-P14-005,API ai: support classifier rollout,backend,,produto,guardiao-familia-api,E-P09,6,246,2,4.8,2.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P09",
T-P14-006,API ai: disable placeholder provider default,backend,,produto,guardiao-familia-api,E-P09,6,247,2,4.8,2.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P09",
T-P14-008,API payments: paywall feature flag off prod,backend,,produto,guardiao-familia-api,E-P06,6,248,2,4.8,2.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P06",
T-P14-013,API email: template extra-time request,backend,,produto,guardiao-familia-api,E-P02,6,249,2,4.8,2.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P02",
T-P14-014,API content: tutorial CMS API CRUD,backend,,produto,guardiao-familia-api,E-P02,6,250,2,4.8,2.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P02",
T-P14-017,API pre-launch: waitlist lead capture API,backend,,produto,guardiao-familia-api,E-P02,6,251,2,4.8,2.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P02",
T-P14-018,API accounting: CPC fiscal endpoints BO,backend,,produto,guardiao-familia-api,E-P02,6,252,2,4.8,2.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P02",
T-P14-022,API devices: device supersession integration test,qa,backend,produto,guardiao-familia-api,E-P01,6,253,2,4.8,2.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P01",
T-P14-035,API storage: SOS audio MIME validation,backend,,produto,guardiao-familia-api,E-P02,6,254,2,4.8,2.0,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P02",
T-P09-001,Mapa rotas matched estabilidade,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,255,3,3.97,1.67,done,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-002,Offline route refresh seguro,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,256,3,3.97,1.67,done,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-010,Remover URL plan config stale,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,257,3,3.97,1.67,done,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-011,Jest release checks estáveis,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,258,3,3.97,1.67,done,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P09-012,Paywall permanece desabilitado release,frontend-mobile,,produto,guardiao-familia-parent,E-P09,10,259,3,3.97,1.67,done,False,"track=produto,repo=guardiao-familia-parent,epic=E-P09",
T-P06-001,API regras tempo de tela CRUD,backend,,produto,guardiao-familia-api,E-P06,7,260,3,3.73,1.67,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P06",
T-P06-002,API pedido tempo extra create/decide,backend,,produto,guardiao-familia-api,E-P06,7,261,3,3.73,1.67,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P06",
T-P06-006,E-mail notificação pedido extra,backend,,produto,guardiao-familia-api,E-P06,7,262,3,3.73,1.67,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P06",
T-P06-008,Política extra-time applies date,backend,,produto,guardiao-familia-api,E-P06,7,263,3,3.73,1.67,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P06",
T-P08-001,API family members CRUD,backend,,produto,guardiao-familia-api,E-P08,8,264,3,3.2,1.33,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P08",
T-P08-002,API family messages,backend,,produto,guardiao-familia-api,E-P08,8,265,3,3.2,1.33,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P08",
T-P08-003,API family access invites,backend,,produto,guardiao-familia-api,E-P08,8,266,3,3.2,1.33,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P08",
T-P08-006,Referral rewards API,backend,,produto,guardiao-familia-api,E-P08,8,267,3,3.2,1.33,done,False,"track=produto,repo=guardiao-familia-api,epic=E-P08",
T-P07-001,API conquistas e pontos child,frontend-mobile,,produto,guardiao-familia-child,E-P07,9,268,2,2.81,1.5,done,False,"track=produto,repo=guardiao-familia-child,epic=E-P07",
T-P13-001,CNPJ páginas legais,frontend-web,,produto,guardiao-familia-site,E-P13,12,269,2,2.4,1.0,done,False,"track=produto,repo=guardiao-familia-site,epic=E-P13",
T-P13-002,Chatbot widget site,frontend-web,,produto,guardiao-familia-site,E-P13,12,270,2,2.4,1.0,done,False,"track=produto,repo=guardiao-familia-site,epic=E-P13",
T-P13-003,Links download pré-lançamento,frontend-web,,produto,guardiao-familia-site,E-P13,12,271,2,2.4,1.0,done,False,"track=produto,repo=guardiao-familia-site,epic=E-P13",
T-P13-004,Campanha 30 dias estrutura,frontend-web,,produto,guardiao-familia-site,E-P13,12,272,2,2.4,1.0,done,False,"track=produto,repo=guardiao-familia-site,epic=E-P13",
