item_id,title,url,repo,number,onda,epic,okr,sprint,reach,impact,confidence,cod,sp,rice,wsjf,release_blocker
PVTI_lADOEDZbAM4BTJdjzgoqtcs,Adicionar TanStack Query para cache e background refetch,https://github.com/guardiaofamilia/guardiao-familia-backoffice/issues/18,guardiao-familia-backoffice,18,Onda 0 - Fundacao,E1,O2-KR2,S1,600,3,0.8,34,5,288.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgoqtdo,Implementar WebSocket para localizacao em tempo real,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/26,guardiao-familia-parent,26,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgoqtdw,Implementar notificacoes em tempo real para SOS (WebSocket),https://github.com/guardiaofamilia/guardiao-familia-backoffice/issues/19,guardiao-familia-backoffice,19,Onda 2 - Real-time,E4,O1-KR1,S4,420,3,0.8,39,8,126.0,4.88,sim
PVTI_lADOEDZbAM4BTJdjzgoqte8,Implementar React.memo em componentes de lista (performance),https://github.com/guardiaofamilia/guardiao-familia-parent/issues/27,guardiao-familia-parent,27,Onda 0 - Fundacao,E1,O2-KR2,S1,600,3,0.8,34,5,288.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgoqtfs,Configurar Vitest + Testing Library + Playwright,https://github.com/guardiaofamilia/guardiao-familia-backoffice/issues/20,guardiao-familia-backoffice,20,Onda 10 - Polish/Release,E1,O2-KR3,S11,500,2,0.8,34,5,160.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgoqthA,Implementar modo offline com cache de dados,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/28,guardiao-familia-parent,28,Onda 10 - Polish/Release,E1,O2-KR3,S11,500,2,0.8,34,5,160.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgoqthk,Configurar CI/CD com GitHub Actions + Dockerfile,https://github.com/guardiaofamilia/guardiao-familia-backoffice/issues/21,guardiao-familia-backoffice,21,Onda 10 - Polish/Release,E1,O2-KR2,S1,500,2,0.8,34,8,100.0,4.25,sim
PVTI_lADOEDZbAM4BTJdjzgoqxm4,[API] Implementar WebSocket Gateway (Socket.IO) para eventos em tempo real,https://github.com/guardiaofamilia/guardiao-familia-api/issues/15,guardiao-familia-api,15,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgoqxoo,[API] Implementar endpoint de pareamento autonomo para child app (POST /pairing/validate),https://github.com/guardiaofamilia/guardiao-familia-api/issues/16,guardiao-familia-api,16,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgoqxqE,[API] Implementar servico de email (SES/SMTP) para reset de senha e notificacoes,https://github.com/guardiaofamilia/guardiao-familia-api/issues/17,guardiao-familia-api,17,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgoqxsc,[API] Completar fluxo de password reset (POST /auth/reset-password),https://github.com/guardiaofamilia/guardiao-familia-api/issues/18,guardiao-familia-api,18,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgoqxwA,[API] Implementar Redis caching nas queries frequentes,https://github.com/guardiaofamilia/guardiao-familia-api/issues/19,guardiao-familia-api,19,Onda 0 - Fundacao,E1,O2-KR2,S1,600,3,0.8,34,8,180.0,4.25,sim
PVTI_lADOEDZbAM4BTJdjzgoqxxg,[API] Implementar Swagger/OpenAPI para documentacao da API,https://github.com/guardiaofamilia/guardiao-familia-api/issues/20,guardiao-familia-api,20,Onda 0 - Fundacao,E1,O2-KR2,S1,600,3,0.8,34,5,288.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgoqxzA,[API] Implementar enforcement de planos de assinatura (feature gating),https://github.com/guardiaofamilia/guardiao-familia-api/issues/21,guardiao-familia-api,21,Onda 9 - Pagamentos/Admin,E8,post-release,post-release,200,1,0.5,12,5,20.0,2.4,nao
PVTI_lADOEDZbAM4BTJdjzgoqx1I,[API] Implementar cron de expiracao de trial e hard delete LGPD,https://github.com/guardiaofamilia/guardiao-familia-api/issues/22,guardiao-familia-api,22,Onda 9 - Pagamentos/Admin,E9,O2-KR1,S8,200,1,0.5,34,8,12.5,4.25,sim
PVTI_lADOEDZbAM4BTJdjzgoqx2o,[API] Implementar modulo de Comunidade de Pais,https://github.com/guardiaofamilia/guardiao-familia-api/issues/23,guardiao-familia-api,23,Onda 8 - Familia/Comunidade,E2,O3-KR1,S10,180,1,0.5,12,5,18.0,2.4,nao
PVTI_lADOEDZbAM4BTJdjzgoqx48,[API] Implementar AI streaming via SSE para respostas do assistente,https://github.com/guardiaofamilia/guardiao-familia-api/issues/24,guardiao-familia-api,24,Onda 7 - AI/Conteudo,E7,O3-KR3,S10,220,1,0.8,17,5,35.2,3.4,nao
PVTI_lADOEDZbAM4BTJdjzgoqx7k,[API] Implementar CRUD de knowledge base para admin (AI e Conteudo),https://github.com/guardiaofamilia/guardiao-familia-api/issues/25,guardiao-familia-api,25,Onda 7 - AI/Conteudo,E7,O3-KR3,S10,220,1,0.8,17,5,35.2,3.4,nao
PVTI_lADOEDZbAM4BTJdjzgoqyBA,[API] Implementar CMS de artigos e videos para admin,https://github.com/guardiaofamilia/guardiao-familia-api/issues/26,guardiao-familia-api,26,Onda 7 - AI/Conteudo,E7,O3-KR3,S10,220,1,0.8,17,5,35.2,3.4,nao
PVTI_lADOEDZbAM4BTJdjzgoqyDA,[API] Implementar endpoint de resumo semanal da crianca,https://github.com/guardiaofamilia/guardiao-familia-api/issues/27,guardiao-familia-api,27,Onda 5 - Screen Time,E7,O3-KR3,S10,300,2,0.8,24,5,96.0,4.8,nao
PVTI_lADOEDZbAM4BTJdjzgoqyF4,[API] Implementar pings tipados e chat audio/emoji familia,https://github.com/guardiaofamilia/guardiao-familia-api/issues/28,guardiao-familia-api,28,Onda 8 - Familia/Comunidade,E7,O3-KR3,S10,180,1,0.5,12,5,18.0,2.4,nao
PVTI_lADOEDZbAM4BTJdjzgoqyHw,[API] Implementar push notifications para dispositivos child,https://github.com/guardiaofamilia/guardiao-familia-api/issues/29,guardiao-familia-api,29,Onda 2 - Real-time,E4,O1-KR3,S3,420,3,0.8,39,5,201.6,7.8,sim
PVTI_lADOEDZbAM4BTJdjzgoqyKA,[API] Implementar heartbeat e deteccao de app removido (anti-desinstalacao),https://github.com/guardiaofamilia/guardiao-familia-api/issues/30,guardiao-familia-api,30,Onda 4 - SOS/Emergencia,E4,O1-KR1,S4,500,3,0.8,39,5,240.0,7.8,sim
PVTI_lADOEDZbAM4BTJdjzgoqyME,[API] Implementar 2FA (TOTP) para operacoes sensiveis de admin,https://github.com/guardiaofamilia/guardiao-familia-api/issues/31,guardiao-familia-api,31,Onda 9 - Pagamentos/Admin,E8,post-release,post-release,200,1,0.5,12,5,20.0,2.4,nao
PVTI_lADOEDZbAM4BTJdjzgoqyOU,[API] Implementar sub-roles RBAC para admin (support/moderator/analyst),https://github.com/guardiaofamilia/guardiao-familia-api/issues/32,guardiao-familia-api,32,Onda 9 - Pagamentos/Admin,E8,post-release,post-release,200,1,0.5,12,5,20.0,2.4,nao
PVTI_lADOEDZbAM4BTJdjzgoqyQA,[API] Implementar admin audit log global e SOS monitoring detalhado,https://github.com/guardiaofamilia/guardiao-familia-api/issues/33,guardiao-familia-api,33,Onda 4 - SOS/Emergencia,E4,O1-KR1,S4,500,3,0.8,39,8,150.0,4.88,sim
PVTI_lADOEDZbAM4BTJdjzgoqyR8,[API] Implementar missoes personalizadas dos pais para criancas,https://github.com/guardiaofamilia/guardiao-familia-api/issues/34,guardiao-familia-api,34,Onda 6 - Gamificacao,E7,O3-KR3,S10,260,1,0.8,18,5,41.6,3.6,nao
PVTI_lADOEDZbAM4BTJdjzgoqyUM,[API] Implementar remocao de membro familiar e gestao de filhos pos-onboarding,https://github.com/guardiaofamilia/guardiao-familia-api/issues/35,guardiao-familia-api,35,Onda 8 - Familia/Comunidade,E7,O3-KR3,S10,180,1,0.5,12,5,18.0,2.4,nao
PVTI_lADOEDZbAM4BTJdjzgoq34g,[QA] Fluxo de Pareamento Child-Parent (E2E) - 10 cenarios,https://github.com/guardiaofamilia/guardiao-familia-api/issues/36,guardiao-familia-api,36,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgoq36g,[QA] Fluxo SOS Completo: Child -> API -> Parent -> Backoffice (E2E) - 14 cenarios,https://github.com/guardiaofamilia/guardiao-familia-api/issues/37,guardiao-familia-api,37,Onda 4 - SOS/Emergencia,E4,O1-KR1,S4,500,3,0.8,39,8,150.0,4.88,sim
PVTI_lADOEDZbAM4BTJdjzgoq38E,[QA] Localizacao GPS e Geofences (E2E) - 15 cenarios,https://github.com/guardiaofamilia/guardiao-familia-api/issues/38,guardiao-familia-api,38,Onda 3 - GPS/Geofences,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgoq3-M,"[QA] Screen Time: coleta, limites, extra time, relatorios (E2E) - 15 cenarios",https://github.com/guardiaofamilia/guardiao-familia-api/issues/39,guardiao-familia-api,39,Onda 5 - Screen Time,E5,O3-KR1,S7,300,2,0.8,24,5,96.0,4.8,nao
PVTI_lADOEDZbAM4BTJdjzgoq4AQ,"[QA] Assistente IA: chat, streaming, RAG, knowledge base - 14 cenarios",https://github.com/guardiaofamilia/guardiao-familia-api/issues/40,guardiao-familia-api,40,Onda 7 - AI/Conteudo,E7,O3-KR3,S10,220,1,0.8,17,5,35.2,3.4,nao
PVTI_lADOEDZbAM4BTJdjzgoq4CQ,"[QA] Gamificacao: XP, missoes, conquistas, leaderboard - 14 cenarios",https://github.com/guardiaofamilia/guardiao-familia-api/issues/41,guardiao-familia-api,41,Onda 6 - Gamificacao,E6,O3-KR2,S9,260,1,0.8,18,3,69.33,6.0,nao
PVTI_lADOEDZbAM4BTJdjzgoq4E0,"[QA] Autenticacao, Seguranca, Reset Senha, 2FA, RBAC - 18 cenarios",https://github.com/guardiaofamilia/guardiao-familia-api/issues/42,guardiao-familia-api,42,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgoq4KM,"[QA] Comunidade de Pais: posts, moderacao AI, badges - 16 cenarios",https://github.com/guardiaofamilia/guardiao-familia-api/issues/43,guardiao-familia-api,43,Onda 8 - Familia/Comunidade,E8,O2-KR3,S12,180,1,0.5,22,5,18.0,4.4,nao
PVTI_lADOEDZbAM4BTJdjzgoq4QA,[QA] WebSocket e Tempo Real: eventos cross-app - 14 cenarios,https://github.com/guardiaofamilia/guardiao-familia-api/issues/44,guardiao-familia-api,44,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgoq4Ts,"[QA] Pagamentos e Assinaturas: Stripe, Asaas, planos, cupons - 16 cenarios",https://github.com/guardiaofamilia/guardiao-familia-api/issues/45,guardiao-familia-api,45,Onda 9 - Pagamentos/Admin,E8,post-release,post-release,200,1,0.5,12,8,12.5,1.5,nao
PVTI_lADOEDZbAM4BTJdjzgoq4Vg,"[QA] Performance, Cache Redis e Testes de Carga - 15 cenarios",https://github.com/guardiaofamilia/guardiao-familia-api/issues/46,guardiao-familia-api,46,Onda 10 - Polish/Release,E1,O2-KR2,S1,500,2,0.8,34,8,100.0,4.25,sim
PVTI_lADOEDZbAM4BTJdjzgoq4YI,"[QA] Acessibilidade WCAG AA: VoiceOver, TalkBack, contraste - 15 cenarios",https://github.com/guardiaofamilia/guardiao-familia-api/issues/47,guardiao-familia-api,47,Onda 10 - Polish/Release,E1,O2-KR3,S11,500,2,0.8,34,5,160.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgoq4aw,"[QA] Modo Offline e Resiliencia: cache, fila, Error Boundary - 14 cenarios",https://github.com/guardiaofamilia/guardiao-familia-api/issues/48,guardiao-familia-api,48,Onda 10 - Polish/Release,E7,O3-KR3,S10,500,2,0.8,34,5,160.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgoq4dg,"[QA] Backoffice Admin Completo: 8 modulos, dark mode, responsive - 23 cenarios",https://github.com/guardiaofamilia/guardiao-familia-api/issues/49,guardiao-familia-api,49,Onda 9 - Pagamentos/Admin,E8,O2-KR3,S12,200,1,0.5,22,5,20.0,4.4,nao
PVTI_lADOEDZbAM4BTJdjzgoq4f4,"[QA] Notificacoes Push FCM/APNs: delivery, priority, deep link - 15 cenarios",https://github.com/guardiaofamilia/guardiao-familia-api/issues/50,guardiao-familia-api,50,Onda 2 - Real-time,E4,O1-KR3,S3,420,3,0.8,39,5,201.6,7.8,sim
PVTI_lADOEDZbAM4BTJdjzgoq4ic,"[QA] LGPD e Compliance: consent, export, delete, auditoria - 15 cenarios",https://github.com/guardiaofamilia/guardiao-familia-api/issues/51,guardiao-familia-api,51,Onda 9 - Pagamentos/Admin,E9,O2-KR1,S8,200,1,0.5,34,8,12.5,4.25,sim
PVTI_lADOEDZbAM4BTJdjzgoq4kY,"[QA] Familia e Membros: invite, roles, CRUD filhos - 16 cenarios",https://github.com/guardiaofamilia/guardiao-familia-api/issues/52,guardiao-familia-api,52,Onda 8 - Familia/Comunidade,E7,O3-KR3,S10,180,1,0.5,12,5,18.0,2.4,nao
PVTI_lADOEDZbAM4BTJdjzgoq4mo,[QA] Telas Child App: alinhamento com prototipo C1-C7 - 15 cenarios,https://github.com/guardiaofamilia/guardiao-familia-api/issues/53,guardiao-familia-api,53,Onda 10 - Polish/Release,E1,O2-KR3,S11,500,2,0.8,34,5,160.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgoq4oo,[QA] Telas Parent App: alinhamento com prototipo P1-P10 - 17 cenarios,https://github.com/guardiaofamilia/guardiao-familia-api/issues/54,guardiao-familia-api,54,Onda 10 - Polish/Release,E1,O2-KR3,S11,500,2,0.8,34,5,160.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgoq4qg,[QA] Compatibilidade Cross-Platform e CI/CD - 17 cenarios,https://github.com/guardiaofamilia/guardiao-familia-api/issues/55,guardiao-familia-api,55,Onda 10 - Polish/Release,E1,O2-KR2,S1,500,2,0.8,34,8,100.0,4.25,sim
PVTI_lADOEDZbAM4BTJdjzgouSxc,"[QA] Pairing #36: validacao manual assistida (cenarios 5,7,9,10)",https://github.com/guardiaofamilia/guardiao-familia-api/issues/63,guardiao-familia-api,63,Onda 10 - Polish/Release,E1,O2-KR3,S11,500,2,0.8,34,5,160.0,6.8,sim
PVTI_lADOEDZbAM4BTJdjzgozWvc,[FRONT V2][FILHO] Epic: App Filho alinhado ao prototipo + Swagger,https://github.com/guardiaofamilia/guardiao-familia-child/issues/29,guardiao-familia-child,29,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgozWwo,[FRONT V2][FILHO][1.1] Tela: Splash Screen,https://github.com/guardiaofamilia/guardiao-familia-child/issues/30,guardiao-familia-child,30,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgozWxc,[FRONT V2][FILHO][1.1] Teste Mock: Splash Screen,https://github.com/guardiaofamilia/guardiao-familia-child/issues/31,guardiao-familia-child,31,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgozWyM,[FRONT V2][FILHO][1.1] Integracao Backend: Splash Screen,https://github.com/guardiaofamilia/guardiao-familia-child/issues/32,guardiao-familia-child,32,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgozWzI,[FRONT V2][FILHO][1.2] Tela: Sem Pareamento / Login,https://github.com/guardiaofamilia/guardiao-familia-child/issues/33,guardiao-familia-child,33,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgozW0k,[FRONT V2][FILHO][1.2] Teste Mock: Sem Pareamento / Login,https://github.com/guardiaofamilia/guardiao-familia-child/issues/34,guardiao-familia-child,34,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgozW14,[FRONT V2][FILHO][1.2] Integracao Backend: Sem Pareamento / Login,https://github.com/guardiaofamilia/guardiao-familia-child/issues/35,guardiao-familia-child,35,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgozW3Q,[FRONT V2][FILHO][1.3] Tela: Home,https://github.com/guardiaofamilia/guardiao-familia-child/issues/36,guardiao-familia-child,36,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgozW4M,[FRONT V2][FILHO][1.3] Teste Mock: Home,https://github.com/guardiaofamilia/guardiao-familia-child/issues/37,guardiao-familia-child,37,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgozW5U,[FRONT V2][FILHO][1.3] Integracao Backend: Home,https://github.com/guardiaofamilia/guardiao-familia-child/issues/38,guardiao-familia-child,38,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgozW6c,[FRONT V2][FILHO][1.4] Tela: Familia,https://github.com/guardiaofamilia/guardiao-familia-child/issues/39,guardiao-familia-child,39,Onda 1 - Auth/Pairing,E7,O3-KR3,S10,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgozW8A,[FRONT V2][FILHO][1.4] Teste Mock: Familia,https://github.com/guardiaofamilia/guardiao-familia-child/issues/40,guardiao-familia-child,40,Onda 1 - Auth/Pairing,E7,O3-KR3,S10,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgozW9s,[FRONT V2][FILHO][1.4] Integracao Backend: Familia,https://github.com/guardiaofamilia/guardiao-familia-child/issues/41,guardiao-familia-child,41,Onda 1 - Auth/Pairing,E7,O3-KR3,S10,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgozXBI,[FRONT V2][FILHO][1.5] Tela: Tempo de Tela,https://github.com/guardiaofamilia/guardiao-familia-child/issues/42,guardiao-familia-child,42,Onda 1 - Auth/Pairing,E5,O3-KR1,S7,300,2,0.8,24,5,96.0,4.8,nao
PVTI_lADOEDZbAM4BTJdjzgozXCs,[FRONT V2][FILHO][1.5] Teste Mock: Tempo de Tela,https://github.com/guardiaofamilia/guardiao-familia-child/issues/43,guardiao-familia-child,43,Onda 1 - Auth/Pairing,E5,O3-KR1,S7,300,2,0.8,24,5,96.0,4.8,nao
PVTI_lADOEDZbAM4BTJdjzgozXEY,[FRONT V2][FILHO][1.5] Integracao Backend: Tempo de Tela,https://github.com/guardiaofamilia/guardiao-familia-child/issues/44,guardiao-familia-child,44,Onda 1 - Auth/Pairing,E5,O3-KR1,S7,300,2,0.8,24,5,96.0,4.8,nao
PVTI_lADOEDZbAM4BTJdjzgozXFY,[FRONT V2][FILHO][1.6] Tela: Conquistas,https://github.com/guardiaofamilia/guardiao-familia-child/issues/45,guardiao-familia-child,45,Onda 1 - Auth/Pairing,E6,O3-KR2,S9,300,2,0.8,20,3,160.0,6.67,nao
PVTI_lADOEDZbAM4BTJdjzgozXGg,[FRONT V2][FILHO][1.6] Teste Mock: Conquistas,https://github.com/guardiaofamilia/guardiao-familia-child/issues/46,guardiao-familia-child,46,Onda 1 - Auth/Pairing,E6,O3-KR2,S9,300,2,0.8,20,3,160.0,6.67,nao
PVTI_lADOEDZbAM4BTJdjzgozXHc,[FRONT V2][FILHO][1.6] Integracao Backend: Conquistas,https://github.com/guardiaofamilia/guardiao-familia-child/issues/47,guardiao-familia-child,47,Onda 1 - Auth/Pairing,E6,O3-KR2,S9,300,2,0.8,20,3,160.0,6.67,nao
PVTI_lADOEDZbAM4BTJdjzgozXJA,[FRONT V2][FILHO][1.7] Tela: Config,https://github.com/guardiaofamilia/guardiao-familia-child/issues/48,guardiao-familia-child,48,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgozXKw,[FRONT V2][FILHO][1.7] Teste Mock: Config,https://github.com/guardiaofamilia/guardiao-familia-child/issues/49,guardiao-familia-child,49,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgozXMc,[FRONT V2][FILHO][1.7] Integracao Backend: Config,https://github.com/guardiaofamilia/guardiao-familia-child/issues/50,guardiao-familia-child,50,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgozXOA,[FRONT V2][FILHO][1.8] Tela: SOS Modal,https://github.com/guardiaofamilia/guardiao-familia-child/issues/51,guardiao-familia-child,51,Onda 1 - Auth/Pairing,E4,O1-KR1,S4,300,3,0.8,39,8,90.0,4.88,sim
PVTI_lADOEDZbAM4BTJdjzgozXPI,[FRONT V2][FILHO][1.8] Teste Mock: SOS Modal,https://github.com/guardiaofamilia/guardiao-familia-child/issues/52,guardiao-familia-child,52,Onda 1 - Auth/Pairing,E4,O1-KR1,S4,300,3,0.8,39,8,90.0,4.88,sim
PVTI_lADOEDZbAM4BTJdjzgozXQE,[FRONT V2][FILHO][1.8] Integracao Backend: SOS Modal,https://github.com/guardiaofamilia/guardiao-familia-child/issues/53,guardiao-familia-child,53,Onda 1 - Auth/Pairing,E4,O1-KR1,S4,300,3,0.8,39,8,90.0,4.88,sim
PVTI_lADOEDZbAM4BTJdjzgozXRg,[FRONT V2][FILHO] E2E: Appium (cenarios minimo/tipico/maximo),https://github.com/guardiaofamilia/guardiao-familia-child/issues/54,guardiao-familia-child,54,Onda 1 - Auth/Pairing,E2,O3-KR1,S2,300,2,0.8,20,5,96.0,4.0,nao
PVTI_lADOEDZbAM4BTJdjzgozXXg,[FRONT V2][PAI][2.1] Tela: Splash Screen,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/31,guardiao-familia-parent,31,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozXYY,[FRONT V2][PAI][2.1] Teste Mock: Splash Screen,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/32,guardiao-familia-parent,32,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozXZM,[FRONT V2][PAI][2.1] Integracao Backend: Splash Screen,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/33,guardiao-familia-parent,33,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozXZ0,[FRONT V2][PAI][2.2] Tela: Login,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/34,guardiao-familia-parent,34,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozXa4,[FRONT V2][PAI][2.2] Teste Mock: Login,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/35,guardiao-familia-parent,35,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozXck,[FRONT V2][PAI][2.2] Integracao Backend: Login,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/36,guardiao-familia-parent,36,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozXdg,[FRONT V2][PAI][2.3] Tela: Cadastro / Onboarding,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/37,guardiao-familia-parent,37,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozXe0,[FRONT V2][PAI][2.3] Teste Mock: Cadastro / Onboarding,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/38,guardiao-familia-parent,38,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozXgE,[FRONT V2][PAI][2.3] Integracao Backend: Cadastro / Onboarding,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/39,guardiao-familia-parent,39,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozXhM,[FRONT V2][PAI][2.4] Tela: Configurar Familia - Wizard,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/40,guardiao-familia-parent,40,Onda 2 - Real-time,E7,O3-KR3,S10,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozXi8,[FRONT V2][PAI][2.4] Teste Mock: Configurar Familia - Wizard,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/41,guardiao-familia-parent,41,Onda 2 - Real-time,E7,O3-KR3,S10,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozXj0,[FRONT V2][PAI][2.4] Integracao Backend: Configurar Familia - Wizard,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/42,guardiao-familia-parent,42,Onda 2 - Real-time,E7,O3-KR3,S10,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozXk0,[FRONT V2][PAI][2.5] Tela: Dashboard,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/43,guardiao-familia-parent,43,Onda 2 - Real-time,E8,O2-KR3,S12,420,2,0.8,22,5,134.4,4.4,sim
PVTI_lADOEDZbAM4BTJdjzgozXl0,[FRONT V2][PAI][2.5] Teste Mock: Dashboard,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/44,guardiao-familia-parent,44,Onda 2 - Real-time,E8,O2-KR3,S12,420,2,0.8,22,5,134.4,4.4,sim
PVTI_lADOEDZbAM4BTJdjzgozXnA,[FRONT V2][PAI][2.5] Integracao Backend: Dashboard,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/45,guardiao-familia-parent,45,Onda 2 - Real-time,E8,O2-KR3,S12,420,2,0.8,22,5,134.4,4.4,sim
PVTI_lADOEDZbAM4BTJdjzgozXoQ,[FRONT V2][PAI][2.6] Tela: Mapa,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/46,guardiao-familia-parent,46,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
PVTI_lADOEDZbAM4BTJdjzgozXpI,[FRONT V2][PAI][2.6] Teste Mock: Mapa,https://github.com/guardiaofamilia/guardiao-familia-parent/issues/47,guardiao-familia-parent,47,Onda 2 - Real-time,E3,O1-KR2,S6,420,2,0.8,31,5,134.4,6.2,sim
