id,title,repo,suggested_files,context_summary,acceptance_hints,blocker_reason
T-I02-006,EAS build child production,guardiao-familia-api,guardiao-familia-api/.github/workflows;guardiao-familia-api/scripts/deploy;guardiao-familia-api/eas.json,"**Objetivo:** EAS build child production **Épico:** E-I02 CI/CD multi-repo · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 2** · Repo `guardiao-familia-api` · Baseline `partial` **Evidência código:** commit `d787da9` — revisar diff como ponto de partida. **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I02-008,Dependabot todos repos,guardiao-familia-api,guardiao-familia-api/.github/workflows;guardiao-familia-api/scripts/deploy;guardiao-familia-api/eas.json,"**Objetivo:** Dependabot todos repos **Épico:** E-I02 CI/CD multi-repo · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 2** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I02-009,Template PR org-wide,guardiao-familia-api,guardiao-familia-api/.github/workflows;guardiao-familia-api/scripts/deploy;guardiao-familia-api/eas.json,"**Objetivo:** Template PR org-wide **Épico:** E-I02 CI/CD multi-repo · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 2** · Repo `guardiao-familia-api` · Baseline `partial` **Evidência código:** commit `9f3a1c3` — revisar diff como ponto de partida. **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P02-011,Documentar SLA ping P95,guardiao-familia-api,guardiao-familia-api/src/location;guardiao-familia-api/src/maps;guardiao-familia-api/src/modules/mapbox,"**Objetivo:** Documentar SLA ping P95 **Épico:** E-P02 Localização e rotas Mapbox · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 4** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.",Entregável em markdown no repo; linkar no PR.,
T-P14-031,API compliance: data export job async worker,guardiao-familia-api,guardiao-familia-api/src/compliance;guardiao-familia-api/src/users;guardiao-familia-api/docs/lgpd;guardiao-familia-api/privacy,"**Objetivo:** API compliance: data export job async worker **Épico:** E-P11 LGPD e compliance produto · **Trilha:** produto · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 8** · Repo `guardiao-familia-api` · Baseline `partial` **Evidência código:** commit `4c0102b` — revisar diff como ponto de partida. **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P14-032,API compliance: account deletion cascade order,guardiao-familia-api,guardiao-familia-api/src/compliance;guardiao-familia-api/src/users;guardiao-familia-api/docs/lgpd;guardiao-familia-api/privacy,"**Objetivo:** API compliance: account deletion cascade order **Épico:** E-P11 LGPD e compliance produto · **Trilha:** produto · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 8** · Repo `guardiao-familia-api` · Baseline `partial` **Evidência código:** commit `4c0102b` — revisar diff como ponto de partida. **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P05-008,Testes push geofence som customizado,guardiao-familia-parent,guardiao-familia-parent/src/notifications;guardiao-familia-parent/src/devices;guardiao-familia-parent/assets/sounds;guardiao-familia-parent/app.config.js;guardiao-familia-parent/test;guardiao-familia-parent/tests;guardiao-familia-parent/__tests__;guardiao-familia-parent/e2e,"**Objetivo:** Testes push geofence som customizado **Épico:** E-P05 Push notifications nativas · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 3** · Repo `guardiao-familia-parent` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.",Cobertura reproduzível em CI; documentar comando de execução.,
T-P05-010,Documentar matriz som x evento,guardiao-familia-parent,guardiao-familia-parent/src/notifications;guardiao-familia-parent/src/devices;guardiao-familia-parent/assets/sounds;guardiao-familia-parent/app.config.js,"**Objetivo:** Documentar matriz som x evento **Épico:** E-P05 Push notifications nativas · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 3** · Repo `guardiao-familia-parent` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.",Entregável em markdown no repo; linkar no PR.,
T-P12-007,Alertas erro API no dashboard,guardiao-familia-backoffice,guardiao-familia-backoffice/app;guardiao-familia-backoffice/components;guardiao-familia-backoffice/pages/api;guardiao-familia-backoffice/lib;guardiao-familia-backoffice/src/monitoring;guardiao-familia-backoffice/sentry.config.js;guardiao-familia-backoffice/.github/workflows,"**Objetivo:** Alertas erro API no dashboard **Épico:** E-P12 Backoffice operacional release · **Trilha:** produto · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 11** · Repo `guardiao-familia-backoffice` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I06-001,Staging mirror prod config,guardiao-familia-api,guardiao-familia-api/infra/terraform/environments;guardiao-familia-api/docs/runbooks;guardiao-familia-api/.env.example,"**Objetivo:** Staging mirror prod config **Épico:** E-I06 Ambientes staging e produção · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 12** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I06-003,Feature flags system-config,guardiao-familia-api,guardiao-familia-api/infra/terraform/environments;guardiao-familia-api/docs/runbooks;guardiao-familia-api/.env.example,"**Objetivo:** Feature flags system-config **Épico:** E-I06 Ambientes staging e produção · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 12** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I03-001,CloudWatch logs structured API,guardiao-familia-api,guardiao-familia-api/src/monitoring;guardiao-familia-api/src/metrics;guardiao-familia-api/sentry.config;guardiao-familia-api/.github/workflows,"**Objetivo:** CloudWatch logs structured API **Épico:** E-I03 Observabilidade e alertas · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 3** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I03-003,Dashboard Grafana/BO integrado,guardiao-familia-api,guardiao-familia-api/src/monitoring;guardiao-familia-api/src/metrics;guardiao-familia-api/sentry.config;guardiao-familia-api/.github/workflows,"**Objetivo:** Dashboard Grafana/BO integrado **Épico:** E-I03 Observabilidade e alertas · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 3** · Repo `guardiao-familia-api` · Baseline `partial` **Evidência código:** commit `bf172e8` — revisar diff como ponto de partida. **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P11-001,Fluxos exportação dados titular,guardiao-familia-api,guardiao-familia-api/src/compliance;guardiao-familia-api/src/users;guardiao-familia-api/docs/lgpd,"**Objetivo:** Fluxos exportação dados titular **Épico:** E-P11 LGPD e compliance produto · **Trilha:** produto · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 8** · Repo `guardiao-familia-api` · Baseline `partial` **Evidência código:** commit `4c0102b` — revisar diff como ponto de partida. **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P11-002,Fluxos exclusão conta menor,guardiao-familia-api,guardiao-familia-api/src/compliance;guardiao-familia-api/src/users;guardiao-familia-api/docs/lgpd,"**Objetivo:** Fluxos exclusão conta menor **Épico:** E-P11 LGPD e compliance produto · **Trilha:** produto · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 8** · Repo `guardiao-familia-api` · Baseline `partial` **Evidência código:** commit `4c0102b` — revisar diff como ponto de partida. **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P11-003,Consentimento parental registrado,guardiao-familia-api,guardiao-familia-api/src/compliance;guardiao-familia-api/src/users;guardiao-familia-api/docs/lgpd,"**Objetivo:** Consentimento parental registrado **Épico:** E-P11 LGPD e compliance produto · **Trilha:** produto · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 8** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P11-007,Parent UI privacy settings,guardiao-familia-api,guardiao-familia-api/src/compliance;guardiao-familia-api/src/users;guardiao-familia-api/docs/lgpd,"**Objetivo:** Parent UI privacy settings **Épico:** E-P11 LGPD e compliance produto · **Trilha:** produto · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 8** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P11-008,Child UI privacy mínima,guardiao-familia-api,guardiao-familia-api/src/compliance;guardiao-familia-api/src/users;guardiao-familia-api/docs/lgpd,"**Objetivo:** Child UI privacy mínima **Épico:** E-P11 LGPD e compliance produto · **Trilha:** produto · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 8** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P11-010,Audit log acesso dados sensíveis,guardiao-familia-api,guardiao-familia-api/src/compliance;guardiao-familia-api/src/users;guardiao-familia-api/docs/lgpd,"**Objetivo:** Audit log acesso dados sensíveis **Épico:** E-P11 LGPD e compliance produto · **Trilha:** produto · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 8** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I05-004,S3 bucket policies SOS audio,guardiao-familia-api,guardiao-familia-api/infra/terraform/waf;guardiao-familia-api/infra/secrets;guardiao-familia-api/src/config;guardiao-familia-api/src/sos;guardiao-familia-api/src/escalation;guardiao-familia-api/components/sos,"**Objetivo:** S3 bucket policies SOS audio **Épico:** E-I05 Segurança, secrets e WAF · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 4** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P04-009,Testes E2E SOS com mock push,guardiao-familia-api,guardiao-familia-api/src/sos;guardiao-familia-api/src/escalation;guardiao-familia-api/src/notifications;guardiao-familia-api/src/storage;guardiao-familia-api/test;guardiao-familia-api/tests;guardiao-familia-api/__tests__;guardiao-familia-api/e2e,"**Objetivo:** Testes E2E SOS com mock push **Épico:** E-P04 SOS e emergência · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 5** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.",Cobertura reproduzível em CI; documentar comando de execução.,
T-P04-010,Runbook operacional incidente SOS,guardiao-familia-api,guardiao-familia-api/src/sos;guardiao-familia-api/src/escalation;guardiao-familia-api/src/notifications;guardiao-familia-api/src/storage;guardiao-familia-api/components/sos,"**Objetivo:** Runbook operacional incidente SOS **Épico:** E-P04 SOS e emergência · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 5** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.",Entregável em markdown no repo; linkar no PR.,
T-P03-004,Parent UI criar/editar cerca poligonal,guardiao-familia-api,guardiao-familia-api/src/geofences;guardiao-familia-api/src/notifications;guardiao-familia-api/src/location;guardiao-familia-api/components/geofence,"**Objetivo:** Parent UI criar/editar cerca poligonal **Épico:** E-P03 Geofences e alertas · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P03-007,Testes carga geofence 100 cercas/família,guardiao-familia-api,guardiao-familia-api/src/geofences;guardiao-familia-api/src/notifications;guardiao-familia-api/src/location;guardiao-familia-api/test;guardiao-familia-api/tests;guardiao-familia-api/__tests__;guardiao-familia-api/e2e;guardiao-familia-api/components/geofence,"**Objetivo:** Testes carga geofence 100 cercas/família **Épico:** E-P03 Geofences e alertas · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.",Cobertura reproduzível em CI; documentar comando de execução.,
T-S01-002,Screenshots 6.7 e 5.5 parent,guardiao-familia-parent,guardiao-familia-parent/app.config.js;guardiao-familia-parent/ios;guardiao-familia-parent/eas.json;guardiao-familia-parent/docs/store/apple-parent,"**Objetivo:** Screenshots 6.7 e 5.5 parent **Épico:** E-S01 Apple App Store parent · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 11** · Repo `guardiao-familia-parent` · Baseline `todo` **Refinamento:** Publicação App Store / Google Play — versões, review notes, checklist.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S02-002,Screenshots child,guardiao-familia-child,guardiao-familia-child/app.config.js;guardiao-familia-child/ios;guardiao-familia-child/eas.json;guardiao-familia-child/docs/store/apple-child,"**Objetivo:** Screenshots child **Épico:** E-S02 Apple App Store child · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 11** · Repo `guardiao-familia-child` · Baseline `todo` **Refinamento:** Publicação App Store / Google Play — versões, review notes, checklist.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S06-001,Apple: export compliance encryption doc,guardiao-familia-parent,guardiao-familia-parent/app.config.js;guardiao-familia-parent/ios;guardiao-familia-parent/eas.json;guardiao-familia-parent/docs/store/apple-parent;guardiao-familia-parent/src/compliance;guardiao-familia-parent/docs/lgpd;guardiao-familia-parent/privacy,"**Objetivo:** Apple: export compliance encryption doc **Épico:** E-S01 Apple App Store parent · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 11** · Repo `guardiao-familia-parent` · Baseline `todo` **Refinamento:** Publicação App Store / Google Play — versões, review notes, checklist.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S06-002,Apple: age rating 4+ questionnaire,guardiao-familia-parent,guardiao-familia-parent/app.config.js;guardiao-familia-parent/ios;guardiao-familia-parent/eas.json;guardiao-familia-parent/docs/store/apple-parent,"**Objetivo:** Apple: age rating 4+ questionnaire **Épico:** E-S01 Apple App Store parent · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 11** · Repo `guardiao-familia-parent` · Baseline `todo` **Refinamento:** Publicação App Store / Google Play — versões, review notes, checklist.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S06-003,Apple child: COPPA parental consent copy,guardiao-familia-parent,guardiao-familia-parent/app.config.js;guardiao-familia-parent/ios;guardiao-familia-parent/eas.json;guardiao-familia-parent/docs/store/apple-child,"**Objetivo:** Apple child: COPPA parental consent copy **Épico:** E-S02 Apple App Store child · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 11** · Repo `guardiao-familia-parent` · Baseline `todo` **Refinamento:** Publicação App Store / Google Play — versões, review notes, checklist.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S06-004,Google: target API level 34 parent,guardiao-familia-parent,guardiao-familia-parent/app.config.js;guardiao-familia-parent/android;guardiao-familia-parent/eas.json;guardiao-familia-parent/docs/store/google-parent,"**Objetivo:** Google: target API level 34 parent **Épico:** E-S03 Google Play parent · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 12** · Repo `guardiao-familia-parent` · Baseline `todo` **Refinamento:** Publicação App Store / Google Play — versões, review notes, checklist.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S06-005,Google: target API level 34 child,guardiao-familia-child,guardiao-familia-child/app.config.js;guardiao-familia-child/android;guardiao-familia-child/eas.json;guardiao-familia-child/docs/store/google-child,"**Objetivo:** Google: target API level 34 child **Épico:** E-S04 Google Play child · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 12** · Repo `guardiao-familia-child` · Baseline `todo` **Refinamento:** Publicação App Store / Google Play — versões, review notes, checklist.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S06-006,Google: in-app permissions declaration,guardiao-familia-parent,guardiao-familia-parent/app.config.js;guardiao-familia-parent/android;guardiao-familia-parent/eas.json;guardiao-familia-parent/docs/store/google-parent,"**Objetivo:** Google: in-app permissions declaration **Épico:** E-S03 Google Play parent · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 12** · Repo `guardiao-familia-parent` · Baseline `todo` **Refinamento:** Publicação App Store / Google Play — versões, review notes, checklist.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S06-007,Google: designed for families program,guardiao-familia-child,guardiao-familia-child/app.config.js;guardiao-familia-child/android;guardiao-familia-child/eas.json;guardiao-familia-child/docs/store/google-child,"**Objetivo:** Google: designed for families program **Épico:** E-S04 Google Play child · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 12** · Repo `guardiao-familia-child` · Baseline `todo` **Refinamento:** Publicação App Store / Google Play — versões, review notes, checklist.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S03-001,Play Console listing parent,guardiao-familia-parent,guardiao-familia-parent/app.config.js;guardiao-familia-parent/android;guardiao-familia-parent/eas.json;guardiao-familia-parent/docs/store/google-parent,"**Objetivo:** Play Console listing parent **Épico:** E-S03 Google Play parent · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 12** · Repo `guardiao-familia-parent` · Baseline `todo` **Refinamento:** Publicação App Store / Google Play — versões, review notes, checklist.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S03-002,Data safety form parent,guardiao-familia-parent,guardiao-familia-parent/app.config.js;guardiao-familia-parent/android;guardiao-familia-parent/eas.json;guardiao-familia-parent/docs/store/google-parent,"**Objetivo:** Data safety form parent **Épico:** E-S03 Google Play parent · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 12** · Repo `guardiao-familia-parent` · Baseline `todo` **Refinamento:** Publicação App Store / Google Play — versões, review notes, checklist.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S03-003,Content rating questionnaire,guardiao-familia-parent,guardiao-familia-parent/app.config.js;guardiao-familia-parent/android;guardiao-familia-parent/eas.json;guardiao-familia-parent/docs/store/google-parent,"**Objetivo:** Content rating questionnaire **Épico:** E-S03 Google Play parent · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 12** · Repo `guardiao-familia-parent` · Baseline `todo` **Refinamento:** Publicação App Store / Google Play — versões, review notes, checklist.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S03-004,Internal testing track parent,guardiao-familia-parent,guardiao-familia-parent/app.config.js;guardiao-familia-parent/android;guardiao-familia-parent/eas.json;guardiao-familia-parent/docs/store/google-parent;guardiao-familia-parent/test;guardiao-familia-parent/tests;guardiao-familia-parent/__tests__;guardiao-familia-parent/e2e,"**Objetivo:** Internal testing track parent **Épico:** E-S03 Google Play parent · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 12** · Repo `guardiao-familia-parent` · Baseline `todo` **Refinamento:** Publicação App Store / Google Play — versões, review notes, checklist.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S04-001,Play listing child designed for families,guardiao-familia-child,guardiao-familia-child/app.config.js;guardiao-familia-child/android;guardiao-familia-child/eas.json;guardiao-familia-child/docs/store/google-child,"**Objetivo:** Play listing child designed for families **Épico:** E-S04 Google Play child · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 12** · Repo `guardiao-familia-child` · Baseline `todo` **Refinamento:** Publicação App Store / Google Play — versões, review notes, checklist.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S04-002,Data safety child location,guardiao-familia-child,guardiao-familia-child/app.config.js;guardiao-familia-child/android;guardiao-familia-child/eas.json;guardiao-familia-child/docs/store/google-child;guardiao-familia-child/src/location;guardiao-familia-child/src/maps;guardiao-familia-child/components/map;guardiao-familia-child/services/location,"**Objetivo:** Data safety child location **Épico:** E-S04 Google Play child · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 12** · Repo `guardiao-familia-child` · Baseline `todo` **Refinamento:** Publicação App Store / Google Play — versões, review notes, checklist.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S04-004,Internal testing child,guardiao-familia-child,guardiao-familia-child/app.config.js;guardiao-familia-child/android;guardiao-familia-child/eas.json;guardiao-familia-child/docs/store/google-child;guardiao-familia-child/test;guardiao-familia-child/tests;guardiao-familia-child/__tests__;guardiao-familia-child/e2e,"**Objetivo:** Internal testing child **Épico:** E-S04 Google Play child · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 12** · Repo `guardiao-familia-child` · Baseline `todo` **Refinamento:** Publicação App Store / Google Play — versões, review notes, checklist.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-I02-010,Smoke test pós-deploy API,guardiao-familia-api,guardiao-familia-api/.github/workflows;guardiao-familia-api/scripts/deploy;guardiao-familia-api/eas.json;guardiao-familia-api/scripts/ci;guardiao-familia-api/test;guardiao-familia-api/tests;guardiao-familia-api/__tests__;guardiao-familia-api/e2e,"**Objetivo:** Smoke test pós-deploy API **Épico:** E-I02 CI/CD multi-repo · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 2** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** AWS, CI/CD, banco, observabilidade — priorizar IaC e runbooks.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S05-002,Beta fechado 100 famílias,guardiao-familia-api,guardiao-familia-api/docs/release;guardiao-familia-api/CHANGELOG.md;guardiao-familia-api/.github/workflows/release,"**Objetivo:** Beta fechado 100 famílias **Épico:** E-S05 Coordenação release e beta · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 13** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Publicação App Store / Google Play — versões, review notes, checklist.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S05-003,Beta aberto child polish gate,guardiao-familia-api,guardiao-familia-api/docs/release;guardiao-familia-api/CHANGELOG.md;guardiao-familia-api/.github/workflows/release,"**Objetivo:** Beta aberto child polish gate **Épico:** E-S05 Coordenação release e beta · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 13** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Publicação App Store / Google Play — versões, review notes, checklist.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S05-004,Comunicado lançamento site+campanha,guardiao-familia-api,guardiao-familia-api/docs/release;guardiao-familia-api/CHANGELOG.md;guardiao-familia-api/.github/workflows/release;guardiao-familia-api/chatbot;guardiao-familia-api/public;guardiao-familia-api/index.html,"**Objetivo:** Comunicado lançamento site+campanha **Épico:** E-S05 Coordenação release e beta · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 13** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Publicação App Store / Google Play — versões, review notes, checklist.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S05-005,Monitoramento 72h pós-release,guardiao-familia-api,guardiao-familia-api/docs/release;guardiao-familia-api/CHANGELOG.md;guardiao-familia-api/.github/workflows/release;guardiao-familia-api/eas.json;guardiao-familia-api/app.config.js;guardiao-familia-api/docs/store;guardiao-familia-api/fastlane;guardiao-familia-api/src/monitoring,"**Objetivo:** Monitoramento 72h pós-release **Épico:** E-S05 Coordenação release e beta · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 13** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Publicação App Store / Google Play — versões, review notes, checklist.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S05-006,Retrospectiva e backlog v2,guardiao-familia-api,guardiao-familia-api/docs/release;guardiao-familia-api/CHANGELOG.md;guardiao-familia-api/.github/workflows/release;guardiao-familia-api/test;guardiao-familia-api/tests;guardiao-familia-api/__tests__;guardiao-familia-api/e2e,"**Objetivo:** Retrospectiva e backlog v2 **Épico:** E-S05 Coordenação release e beta · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 13** · Repo `guardiao-familia-api` · Baseline `todo` **Refinamento:** Publicação App Store / Google Play — versões, review notes, checklist.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P12-006,Runbook suporte release,guardiao-familia-backoffice,guardiao-familia-backoffice/app;guardiao-familia-backoffice/components;guardiao-familia-backoffice/pages/api;guardiao-familia-backoffice/lib;guardiao-familia-backoffice/eas.json;guardiao-familia-backoffice/app.config.js;guardiao-familia-backoffice/docs/store;guardiao-familia-backoffice/fastlane,"**Objetivo:** Runbook suporte release **Épico:** E-P12 Backoffice operacional release · **Trilha:** produto · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 11** · Repo `guardiao-familia-backoffice` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.",Entregável em markdown no repo; linkar no PR.,
T-P12-008,Moderação mínima tickets SOS,guardiao-familia-backoffice,guardiao-familia-backoffice/app;guardiao-familia-backoffice/components;guardiao-familia-backoffice/pages/api;guardiao-familia-backoffice/lib;guardiao-familia-backoffice/src/sos;guardiao-familia-backoffice/src/escalation;guardiao-familia-backoffice/components/sos,"**Objetivo:** Moderação mínima tickets SOS **Épico:** E-P12 Backoffice operacional release · **Trilha:** produto · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 11** · Repo `guardiao-familia-backoffice` · Baseline `todo` **Refinamento:** Feature E2E — alterações em API e/ou apps conforme repo.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
